text,task_1,split
 cnnnews    mamataofficial happened attackers  arrested attempt murder    doctorsfightback,NOT,train
 putinpotus got another  loveletter  kim    claims wonderful relationship  murderer      realdonaldtrump says  remains  amp     hostages returned      dead returned      potuswithoutaclue,NOT,train
 realdonaldtrump unpresidential president  go history   year embarrassment u   childish  embarrassing  losertrump  idiotinchief  idiottrump  unpresidential,NOT,train
tweet solidarity doctor friends across country  deserve better  way better       doctorsfightback  ,NOT,train
thoughts  borisjohnson  borisjohnsonshouldnotbepm https   co  aipboyyyy,NOT,train
   whether plants relationships     murderer https   co kdjf vl yb,NOT,train
new logo world cup designed icc  shameonicc https   co atfl  gt b,NOT,train
eerily similar vietnam war started  fucktrump https   co  qn wdkl,NOT,train
 rumplestilt   yeah  know mean  typical twitter conversation hardly intellectually elevating  yes far much putin butt boy cult twitter  take breaks  make feel like vomiting       trumpisatraitor,NOT,train
 pastorelligia ppl replying annoying  fucktrump,NOT,train
put covers ground  make schedule world cup     dont knw weather forcasting       shameonicc,NOT,train
depictions noah ark accidentally gay people  resist  resisttrump  fucktrump https   co n inw  fuc,NOT,train
due regards doctors currently crying safety    known fact doctors tend b highhanded times govt  teaching hospitals  shd understand r gods r serve humanity  doctorsfightback,NOT,train
pete buttigieg gave first foreign policy speech  offered   clear proposals   resist  resisttrump  fucktrump https   co fscverx ms,NOT,train
 trump tweets epic interview fail  amp  gets mocked like clown  trumpisatraitor  voteblue      https   co  tnnby u,NOT,train
 unhinged trump  witness crime testify  trust lying https   co  q vmal zh  trumpsworsethannixon  trumpisatraitor  unfittobepresident,NOT,train
stop violence doctors  one save  threats  murders  violence  democracy  dictatorship ruled psychopath  central govt interfere save state   savebengalsavedemocracy  savethedoctors  doctorsfightback  mamatabanarjee https   co  kcjvatb v,NOT,train
love    doctorsstrike  savedoctors   strike  doctorsstrike  kolkata  doctorsfightback  westbengal https   co  uwszulb,NOT,train
 realskipbayless usual    wrong   hack  douchebag,NOT,train
future doctors politicians   doctorsfightback https   co psc lmxlmw,NOT,train
bcci given icc much autonomy        dhonikeepstheglove,NOT,train
thank honourable  nsitharaman ji  getting supported  nation matters lot every person country always support every good thing parents thanks supporting  msdhoni   dhonikeepstheglove shows team  narendramodi best   poonam mahajan https   co f v ec  od,NOT,train
bbc news    redchina history extraordinary  rendition https   co wlqgjszh h  boycottchina  hongkong,NOT,train
wait   years watch shit      matches abandoned without ball bowled  feel ashamed planning  icc     engvwi  shameonicc   feel sad  srilanka missed   chances    please order chullu bhar paani amazon ,NOT,train
goddamit  fucktrump https   co wliqvcoctg,NOT,train
one noble profession feel personally medical profession aka doctor  seen many doctors cares treats patients utmost diligence whatever happened kolakatta acceptable cm response incident disgusting  doctorsfightback,NOT,train
 tedlieu  tricia resists  kellyannepolls  realdonaldtrump  firekellyanne  trumpisatraitor   mccainsahero  johnmccaindayjune   forget  pencekneweverything,NOT,train
said    president call intelligence reports like  fake news   turn around expect us believe intelligence reports iran attacked oil ships    nowarwithiran  trumpisatraitor  trump,NOT,train
proud  msdhoni indian army  keep wearing  balidaanbadge  salute  msdhoni stand  msdhoni    jaihind   dhonikeepstheglove,NOT,train
seen racer chases women guy left definitely driver chaser     looser  austindillon   whenthemoneyrunsupyouwillbeforgotte  nascar  douchebag  wannabe  sucks  greatjobatbeingadouchebag https   co   hojbzwlx,NOT,train
swear happiest expression ever seen face   trumpisadisgrace  trumpisatraitor https   co xsyof mdia,NOT,train
dear  icc players offering namaz field urinating field match     msdhoni anything wrong     dhonikeepstheglove,NOT,train
 dhonikeepstheglove dhoni indian audience also wear   jersey banner  balidan  insignia  tv channels  news papers wherever possible include insignia ,NOT,train
 realdonaldtrump absolute hell wrong     trumpisunfit  trumpisatraitor  trumpisacriminal,NOT,train
 therealoj   still looking real killer     ojkillednicole   murderer,NOT,train
 channel news  krishgm  mark j harper    parrots  clear    doubles  gohomevans   pitches party survival priority   brexit nodeal exit strategy  boringly flat regurgitated  red  white  amp  blue brexit   going make success      douchebag,NOT,train
whole  dhoni gloves controversy  cwc    outright immature  amp  mindless  understand anyone else question integrity  amp  intention   guy  pure  amp  genuine ambassador sport  ever get       dhonikeepstheglove,NOT,train
treated criminals face consequences  created ruckus      need hour  lesson    period     doctorsfightback https   co  x  lhm,NOT,train
 doctorsfightback  prime minister defence minister india silent firing issue  cm state god citizens india doctors real living gods  nation stand  use polticians would save us ,NOT,train
dear icc    need check weather forecasting venues matches supposed play      cricket fans disappointed       shameonicc https   co yugjr qthx,NOT,train
 therealoj   hey  twitter please remove  murderer convicted felon  kidnapping armed robbery       thanks      civilized society,NOT,train
lowri say right decision boris avoid appearing  even spin positive      people without critical thinking analyse things  fall nonsense      jeremyvineon   lowritheleaver  borisjohnsonshouldnotbepm,NOT,train
 rwpusa  norcalantonio  nytimes  trumpisatraitor  long gone ,NOT,train
measure criteria boris johnson ever considered viable human  let alone considered possible leader others  borisjohnsonshouldnotbepm  toryshambles,NOT,train
ladies gentlemen       give boris johnson next pm            scotlandsforeurope  scotland  scotlandisnow  indyref   scotref  borisjohnsonshouldnotbepm  borisjohnson https   co cmu vmc,NOT,train
arrogance chief minister reason  doctorsprotest escalated much  lesson power brought knees continue high handed approach towards workplace safety concerns people  doctorsfightback https   co  oml orlfq,NOT,train
bloody  murderer   years old fatehveer     https   co nwaujbbxag,NOT,train
happy  johnmccainday  realdonaldtrump    douchebag,NOT,train
 realdonaldtrump  usarmy oh  btw  know get twitter trend  happy birthdays   right  americans want white house stole   trumpisatraitor  lockhimup  treasonoustrump,NOT,train
proved saying  ved     vinaash kale vipreit buddhi  meaning one doom approaches  person intellect works best interest       savebengal  savethedoctors  doctorsfightback  doctorsprotest  doctorsunderoppression https   co cr aslebgu,NOT,train
since  doctorsfightback  dear farmers dear sewage cleaners  guys stop working  cultivate  clean  let see many intellectuals  many national media guys stand twitter facebook without eating  peeing  pooping ,NOT,train
 fawadchaudhry yes going fought war world top teams  consider mahabarath    yes admit england playing cricket  shows patriotism toward indian army   huge issue  dhonikeepstheglove,NOT,train
 thehill   trumpsworsethannixon  trumpisatraitor,NOT,train
everyone waiting bhumrah bowl   waiting dhoni keep    indvsaus   indiawithdhoni   dhonikeepstheglove   iccworldcup    ,NOT,train
excited debates   weeks   democrats      bluewave      keepthewavegoing  fucktrump  dumptrump,NOT,train
  ditchmitch      flipsenateblue      votebluenomatterwho      voteblue      doyourjobmitch  resist  fucktrump  resisttrump  theresistance  votebluenomatterwho  votebluetosaveamerica  resistance https   co ffpmrcv z ,NOT,train
 lucywordsworth  therealoj   lol  ojsimpson  little getting even     thankfully knife blades penetrate twitter account     murderer  therealoj  ,NOT,train
finally sunil gavaskar hit boundary time media baseless debates   dhonikeepstheglove https   co wwhis nwzl,NOT,train
trump possibly fake deal mexico  explained  resist  resisttrump  fucktrump https   co ascu wrcls,NOT,train
people getting high       years  forced go doctor  unless broke  get priced  medicine  literally created epidemic  one reason  rich white people trade lives money     legalizeit  fucktrump    https   co vh l qgns ,NOT,train
 realdonaldtrump happy  johnmccainday      ihate      worstpresidentever    weaselheadedfucknugget    shutyourshithole    fucktrump    yousuck    liarinchief    noclass    moron    ridusofthisdisease   unfollowtrump              ,NOT,train
today  thrashed doctor  tomorrow  might   family  friends team  doctor movement supported professions also  come streets   demand justice security     doctorsfightback,NOT,train
 msdhoni  icc  bcci hi please keep wearing balidan badge gloves next matches  support know nothing icc rule  proud dhoni bhai    dhonikeepstheglove,NOT,train
right another justified reason say  fucktrump https   co iezs mxbqr,NOT,train
analysis  trump lies often wash hands  resist  resisttrump  fucktrump https   co hy q qi   ,NOT,train
  repjerrynadler  shuts jordan hearing  speaking   one thing always count   jim jordan   douchebag     https   co b declhzvr,NOT,train
med student   support future doctors   support professors support parents   one man one voice   med students danger   moroccan students danger     doctorsunderoppression    doctorsfightback,NOT,train
tomorrow  indvpak  toss update     weather toss chose rain first       shameonicc   cwc   https   co djohxtv nz,NOT,train
 ish bhandari make  congressmuktbharat first  ,NOT,train
 msdhoni registers enormous wicket keeping world record south africa match wednesday    iccworldcup      indiavssouthafrica  dhonikeepstheglove     read  https   co vgzcqy yse,NOT,train
 firsttake  espnnba  maxkellerman oh man  comes stupidity     shut already       raptors supposed swept        douchebag,NOT,train
 icc sense   creating issue nothing  dhonikeepstheglove,NOT,train
 realdonaldtrump c mon vlad  spill beans  realdonaldtrump  look scared trump   trumpisatraitor  impeachtrump  vladimirputin cc   nytimespr  nytimes https   co emn  bzqkj,NOT,train
save     boat rockerz     sports bluetooth wireless earphone  click  buy         amazonin   dm us purchase screenshot  amp  get additional cashback     exclusively  brochurelive      indiawithdhoni  dhonikesaathdesh  wwessd  dhonikeepstheglove,NOT,train
god miss     fucktrump  waytogivethanks  culvercity  california  greattribute  greatpresident  obama      myreasontosmile  trumpwillnevergetmyvote  nostreet  foryou  incali  jackass  california  missesobama  gone  https   co nomxde tgm,NOT,train
work hard  try hardest save  great doctor never wants bad result lost patient  cry patients   trust    god   decides get cured  instrument    doctorsfightback  didivsdoctors  doctorsprotest https   co nj zcdaxow,NOT,train
thank  bcci standing  msdhoni decision  dhonikeepstheglove  indiawithdhoni  dhonikeeptheglove  cwc    msdhoni  dhoni  mahi  captaincool  whistlepodu  yellove  keepthegloves  balidaanbadge  balidanbadge,NOT,train
honeys  fellow veterans active duty  feel way         trumpisatraitor    marchagainstfascism    marinesagainsttrump https   co nr nvjfll ,NOT,train
 verityplayer  flotus wrap brain around fact shit gotten far     fucktrump whole  cult  ,NOT,train
 dhonikeepstheglove nothing  supporting violation rules   nowadays people bring army hyper nationalism every foolish thing   rules rules gloves go  period ,NOT,train
dear  icc world cup club cricket please check umpiring errors instead  msdhoni gloves    dhonikeepstheglove  dhonikeeptheglove    dhonikesaathdesh,NOT,train
thanks following   dave          patriciaf      mrjackpalin  valerileist  motiv bgr   modelpageant  edredstateblues  booradley      impeachmentnow  trumpisatraitor,NOT,train
frustration mamta banerjee peak  doctorsfightback   savethedoctors   tell dharna   chamcha ips officer rajiv kumar stand   doctors    injured doctor dies  rajiv kumar dying     savebengal  https   co szdh ukxjc,NOT,train
cricket fans icc      cricketworldcup      indvnz    shameonicc      https   co mjjwyy ybj,NOT,train
thr  doctorsstrike    professionals joining  cold next victim     think lawyers  architects  engineers  cas  css others must join doctors     time stand united   doctorsfightback,NOT,train
 indiavspakistan    terroristnationpakistan     indiavspakistan     man match ,NOT,train
bengal healthcare coma     doctors quit    doctorsfightback   savethedoctors https   co gtoksy ybf,NOT,train
see republicans turned president   compromised integrity dirt  associated directly saying members congress take info foreign countries   fucktrump  proudamerican  putinspresident,NOT,train
 imvkohli u r supporting  msdhoni      leave world cup important armed forces      dhonikeepstheglove  dhonikeepthegloves   dhonikesaathdesh,NOT,train
talent pool cricket administration  icc limited  umpiring gaffes  bails come  holding world cup rainy months may june etc  shameless  icc unperturbed  class action suit mismanagement reqd   shameonicc   washoutworldcup,NOT,train
blackmailing professors parents stop us asking belongs us   doctorsunderoppression   doctorsfightback   doctorsuderpression   help,NOT,train
 gopchairwoman  presssec  realdonaldtrump someone trying reeeeally hard get  presssec job  lol     trumpisatraitor  shslies  shsliesalot     happyjohnmccainday  happy   johnmccainday,NOT,train
 kellyo  donaldjtrumpjr  realdonaldtrump wonder bigger  douchebag anywhere,NOT,train
earlier  bengal known  tagore  raman  bose  dada  rashgulla  one  ruining whole    doctorsfightback  doctorsprotest  suffering commons  let go back conditions    ,NOT,train
 jainaastha    jainaastha   true   indiansystem   indinanlaw   government  interconnected   fear  rapist  murderer     know  direction  newindia ,NOT,train
 closethecampschina  notobeijing      boycottchina  china guilty ethnic cleansing  world silent  whilst people killed  shame humankind  care plastic bags humans  shame   uyghurgenocide  doguturkistandazulumvar https   co gshjrqknuf,NOT,train
imagine thought energy could harnessed focused  day like today  cheesepuff chief birthday  would certainly burst flames negative energy thown way      fucktrump,NOT,train
 trumpisatraitor   impeachtrumpnow  potus sinks deeper selfmade shitpool stupidity condemns london mayor   deaths   hrs  trump guilty            days   donald trump attacks sadiq khan tweets deaths london https   co k iv fufq ,NOT,train
going gun loser trump wh   dickhead https   co dijhvonxhv,NOT,train
 mrsrabbitresist great tweet start weekend   fucktrump,NOT,train
 quancyclayborne serious question  bring  burningringoffire  fucktrump  https   co yozzrv gap,NOT,train
even fox news believes  donthecon      corruptpresident   unfittogovern   unfitforoffice   trumpisatraitor   impeachtrumpnow  https   co ifziezz lv,NOT,train
 idiottrump  norespectforaloser    realdonaldtrump  resignorbeimpeached     watch  trump demands countries treat respect twitter tantrum  youtube https   co   qbseyrci,NOT,train
 dazn usa  eddiehearn  stephenasmith  andy destroyer  stephen nothing complete clueless  douchebag,NOT,train
carragher compared taa beckham   worlds apart clown    dickhead,NOT,train
monday vibes   mondaymood  mondayvibes  resist  resisttrump  fucktrump  bluewave      womensrightsarehumanrights https   co  q uo mlv ,NOT,train
trying win hiding   borisjohnsonshouldnotbepm  tory frontrunner fails participate debate pm contenders struggle offer sol  ajenglish https   co ozbi id  c https   co bxlxxjjun ,NOT,train
let hope rest matches  ind might play  time   cwc     shameonicc,NOT,train
doctors strike continues across nation need justice   doctorsprotest  doctorsstrike  doctorsfightback,NOT,train
doctors  bodies seek law thwart violence     read  https   co  v   zsc      doctorsstrike  doctorsfightback https   co latfpczbhr,NOT,train
donald trump lies    trumpisatraitor   happy  johnmccainday   https   co uafnxvt  https   co webd lhm  ,NOT,train
preachers  make america straight  event orlando  amp  praying violence  resist  resisttrump  fucktrump https   co tfpevso zn,NOT,train
want see today  msdhoni like sir  sachin rt       askstar  sachinopenagain  indvaus  worldcup      live  msdhonigloves  dhonikeepstheglove https   co e  fjfrocc,NOT,train
 trump train  realdonaldtrump try   bot   maga      fuckingtraitors  trumpsupportersarefuckingmorons  trumpisatraitor  trumpsupportersaretraitors  trumpsaninternationaldisgrace  trumprussia  fucktrump  lockthemallup  magas embarrassment country  https   co vjnw fueqd,NOT,train
 betoorourke hey beto shut front door robert francis rourke  conman  douchebag,NOT,train
delicious salad   fucktrump,NOT,train
trends   dellmosttrustedbrand   worldblooddonorday   scosummit       engvwi   savebengal   mumbaisaga   fridayfeeling   meninmaroon   fridaymotivation   shameonicc,NOT,train
dm  pmoindia  hmoindia  amitshahoffice      bcci brought goi control  full corrupt  compromised timids sake money always letting patriots  failed take    icc head matter national pride  shame     dhonikeepstheglove,NOT,train
 icc  insulted army msdhoni  proud indian  boycottworldcup  opinion yes    dhonikeeptheglove   dhonikesaathdesh   dhonikeepstheglove   dhonikeepthegloves   indiawithdhoni   indvaus   indvsaus,NOT,train
 bbcr today  borisjohnson  jamescleverly eu already said     means deal   parliament already said    means johnson screwed     also johnson interviews       borisjohnsonshouldnotbepm,NOT,train
   kenburns wants us remember donald trump extreme response central park five case      fucktrump      impeachtrump  cp   deathpenalty  realdonaldtrump  slavepatrol  system  rikersisland  judges  court  lindafairstein  elizabethlederer https   co q ttwvi,NOT,train
icc turns  bcci request allow  msdhoni continue wearing army insignia wicket keeping gloves  icc says regulations icc events permit individual message logo displayed items clothing equipment     dhonikeepstheglove https   co pm wrtgkb ,NOT,train
disagreed many policies  conviction principles  plus whole war hero thing   johnmccainday  rip  fucktrump,NOT,train
 rubikaliyaquat really shameful  rubikaliyaquat  rapist hanged,NOT,train
 aninewsup  ani could crack joke make bit merrier  sad beyond depths deepest pits      rapist,NOT,train
 idiottrump claims polls fake winning every state https   co skhsu bgmp   trumpsworsethannixon,NOT,train
name pakistan                 shameonicc https   co gf zo ddku,NOT,train
 virginia  racist governand  rapist lt governor  thedemocrats https   co  gdtq,NOT,train
 realdonaldtrump biggest baby earth   fucktrump    thamendment  impeachdonaldtrumpnow,NOT,train
country soon look like ever let  china way  finance joint ventures land ownership infrastructure  g  yes hk got complacent britain    year lease longer  hongkong knew     boycottchina   https   co lyhbzpseoz,NOT,train
boris johnson   chaos   rorystewartuk    stability    really simple   toryleadership  borisjohnsonshouldnotbepm https   co uv  w ymvc,NOT,train
 shameonicc   cricketworldcup  cwc   best due minor thoughts  icc turned worst   cricbuzz  bcci host  tournaments best      engvswi  wiveng  cwc      listen michael phelps claims wc trophy coz best swimmer   englandcricket shame,NOT,train
cars wiser stay away                    fear   eyes  open  peeled  set   enemy  truly  beware  liars  molestors  rapist   shit  eat  eaters  tire   solid  soldier  god  first https   co aeilxdvffg,NOT,train
per  mamataofficial doctors west bengal onwards write medical prescriptions bengali  matter handwriting makes look like tamil   doctorsfightback,NOT,train
shoutout  rosannaphillip true blue  resister  bluewave      womensrights  fucktrump     ,NOT,train
really funny    rain top table        shameonicc https   co asqnthguk ,NOT,train
 fucktrump breaking  trump asserts executive privilege block access census documents president  via  politico ios https   co ondop bayz,NOT,train
way  anything ruining beautiful country   trumpmustresign  trumpsaninternationaldisgrace  trumpisatraitor  trumpisnotabovethelaw  trumpisnotexonerated  trumplieseverytimehespeaks https   co jc mlybeuq,NOT,train
 smitabarooah  tvmohandaspai exposed  everyone knows allowed join party take responsibility  without reason   swamy calls  bottle  competition bro n sis  congressmuktbharat,NOT,train
want see important person help save america trump regime  put phone look mirror        changestartswithyou   fucktrump,NOT,train
urge every indian send mail icc enquiry icc cricket com image asking keep logo glove      dhonikeeptheglove   dhonikeepstheglove https   co oyp ejcgct,NOT,train
buttigieg backs future criminal investigation trump  resist  resisttrump  fucktrump https   co mrnk yqi,NOT,train
whenever hear  airplane sound  feel airdrop coming       pubgeffect  pubg  pubg mobile  pubgclips  pubg dmm  pubg      pubgmobile  pubg  pubgpartners  thetanmay  msdhoni  imro    mdshami    bhuviofficial  indiawithdhoni  dhonikeeptheglove  dhonikeepstheglove  dhoni,NOT,train
payday lenders switched trade show trump hotel sent trump least million bucks  gave carte blanche make billions preying poor people  resist  resisttrump  fucktrump https   co ygoaloerrn,NOT,train
jamshedpur state doctors stands solidarity west bengal counterparts   doctorsfightback,NOT,train
thought today    john mccain true patriot   happy  johnmccainday   america    trumpisatraitor    impeachtrumpnow https   co  r bkstbo  https   co  wdp xafal,NOT,train
lie  fucktrump https   co gqrgixaejj,NOT,train
dear  msdhoni  symbol  pride    stand msdhoni   dhonikeepstheglove    dhonikeeptheglove  indiawithdhoni https   co mxuluqix h,NOT,train
 buhbyehucksterbe liar chief authortarian state propagandist  booted        doubt  work  trump campaign avoid jail full time       trumpisatraitor democracy  impeachtrumpnow stand   thursdaythoughts  moveon  https   co kcx vnsuoc,NOT,train
 ingrahamangle  foxnews love poles always favor messengers   idiotinchief  losertrump  loserinchief  idiottrump  cnn  msnbc  andersoncooper  abc,NOT,train
 tajinderbagga  fawadchaudhry  uat  cricketworldcup objection  dhonikeepstheglove,NOT,train
 realdonaldtrump flag burning    supreme kkkommander  stood stage dry humped old glory cpac  seems pretty un american well      btw remind us stand foreign interference elections       fucktrump   trumpisatraitor https   co lo  kwdi  ,NOT,train
sad bothers tweet wasting characters spell usa  slightly triggered capitalization    slightly   stupidestpresidentistrump  idiottrump  makeamericasmartagain https   co wcar weyy ,NOT,train
 ashutosh  b  swetasinghat ab ye btayega better dhoni gavaskar  fyi sunil gavaskar said dhoni best limited player india produced kapil dev  jai hind        dhonikeepstheglove  dhoni  ausvind,NOT,train
spotted outside trump world tower   notmypresident  dumptrump  fucktrump  midtowneast  dachshund   trump world tower https   co evw fsqa h,NOT,train
 madhukishwar terrific  people started defending  criminals see belong  religion   fortunately  bharat become countries like  middleeast  never become one   rapist shall get punishment conscious ,NOT,train
england  india    icc  balidan  dhonikeepstheglove https   co hfj hklefu,NOT,train
power   bengaluru doctors   standing solidarity fellow brethren west bengal      doctorsfightback https   co evas  srey,NOT,train
guess rich  thin  commit treason many times    https   co gdb orm j   trumpisatraitor,NOT,train
confusion created right wing extremists  otherwise known republicans  resulted  trump white house    reinstate  commonsense     trumpisatraitor  corruptgop  gopcorruptionandcruelty  gopcomplicittraitors  resisters  resistersforum  resistanceunited  voteblue https   co n jrcxkaj ,NOT,train
 realdonaldtrump good person one would believe  lies  told wouldnt waste time defending  perhaps really  douchebag accepting reality first step recovery ,NOT,train
 mysterysolvent  fucktrump gives shit   june  thjohnmccainday,NOT,train
trump  amp  campaign knew russians working get elected  welcomed help  planned messaging around russian release via wikileaks  emails stolen dnc russians   says  would    fucktrump,NOT,train
wally    borisjohnsonshouldnotbepm  wheresboris  toryleadership,NOT,train
 saturdaythoughts  saturdaymotivation  savethedoctors  mamtabanerjee  mamtalosingcontrol  westbengal  bengaldoctorsstrike  bengalviolence  doctorsprotest  doctorsfightback  doctorsunderoppression  doctor  jokes  tehc     credits   kulkarnium   https   co pqepzbdlm ,NOT,train
got bullets yet    get  oneplus wireless bullets    amazonin     click buy  dm purchase screenshot  amp  get additional cashback      exclusively  brochurelive      indiawithdhoni  wwessd  dhonikeepstheglove  dhonikesaathdesh  cwc    engvban,NOT,train
 digitalhen bojo cowardly clown     heartbreaking see uk disintegrate joke country          borisjohnsonshouldnotbepm    brexitshambles,NOT,train
disappointed  cnn  rapist like jim  acosta still working   allegedly  raped woman college  ignore  typical liberals   say   nothing see ,NOT,train
 ivankatrump happy  johnmccainday  trumpisatraitor,NOT,train
 doctorsfightback   doctor wishes stop emergency services  dr sayantan banerjee  resident doctor  aiims  relative assaulted dr paribaha mukherjee  https   co  ohghwzpky,NOT,train
 souravganguly urges  icc proactiveness prevent washouts  cricketworldcup    shameonicc  iccworldcup      iccwc      icc  iccworldcup  cricketworldcup      cricketworldcup  cricketkacrown  cricketmerijaan  worldcup      worldcup  worldcup   https   co nnlcliugsu,NOT,train
manipur doctors support india strike monday   manipur  imphal  ima  nrs  opd  indianmedicalassociation  doctorsstrike  doctorsfightback  aiims     https   co  ozfwstpf ,NOT,train
fascinating summary uk  toryleadershipcontest candidates records  c debate  toryleadershipelection may decide  brexitshambles  revokearticle    remainandrebuild    rorytalks  gove   amp  thank goodness listen  borisjohnsonshouldnotbepm   https   co ekhjj rl l,NOT,train
india vs australia match analysis preview https   co swoobxhwe    engvban  engvpak  bangladesh  indvaus  dhonikeeptheglove  dhonikeepstheglove  teamindia,NOT,train
 jessefferguson  ryan self forget done white house press briefing year fired  presssec sarah bs sanders   trumpisatraitor,NOT,train
   doctors gods needy ones   must forget duty come may        play politics worse killers rather parasites     may sense prevails    doctorsprotest   westbengal    doctorstrike    doctorsunderoppression   doctorsfightback,NOT,train
 gop lawmakers guts   trumpisatraitor https   co acklharmzz,NOT,train
dragging religious matters defend another point proper way   support dhoni fully   pride country    dhonikeepstheglove,NOT,train
 margiemargie    winstonwolflv rockies manager  douchebag,NOT,train
religious  practices cricket ground absolutely fine dare wear honour badge lt col dhoni  dare     hypocrisy trend days     icc   anyway  keepthegolves dhoni loved country  amp     bcci stands   dhonikeepstheglove https   co zj mszmapg,NOT,train
trump claims farmers wept behind signed executive order  video proof shows otherwise      realdonaldtrump   pathological liar  greatest threat democracy since wwii       trumpresignnow   trumpisatraitor    https   co rhkdcyr  k,NOT,train
supporting  boris johnson  desperate mps know backing idle  lying charlatan  writes conservative commentator simon heffer      borisjohnson  borisjohnsonshouldnotbepm  stopbrexit  https   co wb smtorsu,NOT,train
 davidhogg    trump made war keep office   fucktrump,NOT,train
  afridarahmanali v srivatsa  sr journalist  statement  icc issued  talks reserved days made would make tournament long  argument accept   shameonicc https   co  ufucweqsy,NOT,train
tmc people flocking bjp  partner bjp govt  rose bengal bjp forces   new  ego three modi mamata shah burning bengal  stop public posturing  show true one ness   doctorsfightback  savethedoctors manish sisodia,NOT,train
avlon  founding fathers warned  resist  resisttrump  fucktrump https   co pqiluyoz,NOT,train
 kellyannepolls leave  whitehouse immediately begin new job kremlin    https   co  nz htqcdk     fucktrump  impeachtrumpnow,NOT,train
    companies  trade associations plead   realdonaldtrump  end china  trumptradewar    stop bc     companies   idiottrump use excuse failed  tariffsman   trump say almost   chinese change  nothing   sad https   co smwxlhvipn,NOT,train
hp deskjet      single function ink advantage printer    rs      apply rs     coupon  mrp          https   co  hzortvfb      doctorsfightback  savebengal  amazon  flipkart  deals  dealoftheday  amazingdeals  offers  discount  jaishreeram  modiforall,NOT,train
 sudhirchaudhary  icc chaudhary guy understand   icc object game game    journalist ho common sense use karo nahi log mazaake udaye ge     dhonikeepstheglove bcoz political religious symbol pride nation,NOT,train
 realdonaldtrump uh trump behind every  poll invited illegal foreign campaign interference national television  yes  going exactly plan   trumpisatraitor,NOT,train
doctors strike       thats common family       want ask stike doctors      rich man  leaders even  mamtabanarji sick situation      stay strike         never            doctorstrike  doctorsfightback  doctorsprotest https   co pki  vldr ,NOT,train
dear  icc done right  stand  msdhoni   dhonikeepstheglove https   co fmpwqmmq,NOT,train
 nealxg insult real americans    trumpsupportersarestupid  trumpisatraitor  trumpisaliar  trumpisamoron  fucktrump,NOT,train
boris debate last evening running prime minister candidates  surely reason clearly missed    primemister  borisjohnsonshouldnotbepm,NOT,train
 ktumulty  idiottrump assassination bad experienced   globalembarassmenttrump  trumpforprison,NOT,train
 jimdofficial sad  old man   dickhead,NOT,train
      n guesswho  yourspace  n            n  ,NOT,train
nasa administrator says  nothing changed  trump tweet moon mars  resist  resisttrump  fucktrump https   co kackdzgjr ,NOT,train
 manishsharmaa    icc indians connection logic way   dhonikeepstheglove useless campaign  better sense prevail  cricket game  play sportsmanship dont try chaudhary cricket   adivce pakistan,NOT,train
say  going say  many many people saying  fucktrump   say  quoting people  https   co dzhfxjopgy,NOT,train
article july        yes  like laugh  others  expense    borisjohnsonshouldnotbepm https   co vmsk tqaaq,NOT,train
hey   johnmccainday  also   fucktrump ,NOT,train
curl   lbs squat rack might  douchebag,NOT,train
well  johnson actually always bumbling things        borisjohnsonshouldnotbepm  borisjohnson     https   co  gzyptoxqe,NOT,train
world leaders consulted  one stood    summer  little donald drumpf embarks greatest adventure     fucktrump  notmypresident https   co  mxukudlpl,NOT,train
trump lawyers say congress subpoena finances nancy pelosi refuses impeach  resist  resisttrump  fucktrump https   co rv  olvfa ,NOT,train
 dhonikeepstheglove change gloves make sticker daughter name ,NOT,train
totally low class performances icc bells removed raining gloves matter          shameonicc,NOT,train
prime time ka fraud ravish kumar   savethedoctors  doctorsfightback  doctorsstrike,NOT,train
icc care  icc protected rain insurance cover  cwc   means compensated refunds required pay ticket holders applicable   shameonicc   indvnz    https   co tsp kqqind,NOT,train
 icc   bcci  virat kholi tattoos        dhonikeepstheglove https   co hgaab gcyd,NOT,train
 momentsindia  icc mess india     dhonikeepstheglove  dhonikesaathdesh  dhonikeepbalidaanbadgeglove  dhonigloves,NOT,train
 msdhoni world class player role model  far tomorrow game concerned feel see donning camouflaged gloves  power world stop showing luv fr hs country  adgpi  dhonivsicc  dhonikeepstheglove  dhoni,NOT,train
 fawadchaudhry namaz also banned  teams allowed religious act others stopped patriotism  icc biased    bcci stop  icc  required stop  cricketworldcup   dhonikeeptheglove    dhonikeepstheglove    dhonikesaathdesh    indiawithdhoni,NOT,train
 realdonaldtrump causing market volatility   market falling      election thanks  set american back   wish obama still president   impeachtrumpnow  trumpisatraitor  resist  trumpresignnow https   co tv tuekc,NOT,train
reports emerging  icc ordered ms dhoni take gloves     teamindia comply diktat      indiawithdhoni  dhonikeepstheglove  dhonikesaathdesh    https   co  verdetaoq,NOT,train
hey  bjp india   voted use power  sit quite    article      one tweeting  doctorsfightback  doctorsstrike   tolerate dumb govt next   years ,NOT,train
investigation  tgsfraud  dreamzgkfraud   imafraud    th scam karnataka         victims due poor governance state govt ,NOT,train
apparently     population buy used car  borisjohnson   used car  leadership country    guess really  either way  heading crash     borisjohnsonshouldnotbepm  toryleadeshipcontest  politics,NOT,train
 jaketapper abysmal  anything make comrade trump happy   trumpisatraitor,NOT,train
